naslov,publisher
Yonder: The Cloud Catcher Chronicles,Prideful Sloth

Arcade Spirits,PQube

Musynx,acttil llc.

Runner3,Choice Provisions

Dungeon of the Endless,Amplitude Studios

Blaster Master Zero,Inti Creates

Unravel,Electronic Arts

Sonic & Sega All-Stars Racing,Sega

Blackwood Crossing,PaperSeven

Candleman,E-Home Entertainment

Fluidity: Spin Cycle,Nintendo

Super Street Fighter IV: Arcade Edition,Capcom

Burnout Paradise Remastered,Electronic Arts

Arc the Lad Collection,Working Designs

Resident Evil: Revelations Collection,Capcom

Battle Chasers: Nightwar,Nordic Games Publishing

FIFA Soccer 2005,EA Sports

Tom Clancy's Splinter Cell Pandora Tomorrow,Ubisoft

Hitman: Contracts,Eidos Interactive

Puzzle Pirates,Ubisoft

Puzzle Pirates,Three Rings

The Lord of the Rings: The Return of the King,EA Games

Crimson Sea,Koei

2002 FIFA World Cup,EA Sports

Knockout Kings 2002,Electronic Arts

Star Trek Starfleet Command: Orion Pirates,Interplay

CastleStorm,Zen Studios

The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,Telltale Games

Two Worlds II: Pirates of the Flying Fortress,TopWare Interactive

Battlefield V,Electronic Arts

Forager,Humble Bundle

Forager,HopFrog

Devil May Cry 4,Capcom

Breath of Fire: Dragon Quarter,Capcom

The Procession to Calvary,Joe Richardson

Soul Bubbles,Eidos Interactive

Praetorians,Eidos Interactive

Mario and Donkey Kong: Minis on the Move,Nintendo

Naruto: Rise of a Ninja,Ubisoft

Sonic Rush Adventure,Sega

Stealth Inc: A Clone in the Dark,Curve Studios

Transference,Ubisoft

Not Tonight: Take Back Control Edition,No More Robots

Call of Duty Classic,Activision

Bust-A-Move Live!,Taito Corporation

MLB 09: The Show,SCEA

Blasphemous,Team17

Blasphemous,The Game Kitchen

The Persistence VR,Sony Interactive Entertainment

The Persistence VR,Firesprite

The Persistence VR,Sony Interactive Entertainment LLC

Bejeweled 3,PopCap

Tiger Woods PGA Tour 07,EA Sports

Life is Strange 2,Square Enix

Forma.8,MixedBag

Shin Megami Tensei: Persona,Atlus

Toy Story 3,Disney Interactive Studios

Call of Duty: Black Ops - First Strike,Activision

Silent Hill: Origins,Konami

Sniper Elite 4,Rebellion

Mutant Year Zero: Road to Eden,Funcom

Capcom Beat 'Em Up Bundle,Capcom

EA Sports Active 2,EA Sports

Final Fantasy XIV Online: A Realm Reborn,Square Enix

Chime Super Deluxe,Zoe Mode

DeathSpank: Thongs of Virtue,EA Partners

Lost Planet: Extreme Condition Colonies Edition,Capcom

Chaos on Deponia,Daedalic Entertainment

Ashen,Annapurna Interactive

James Bond 007: NightFire,Electronic Arts

"That Dragon, Cancer",Numinous Games

Spellbreak,"Proletariat, Inc."

Control: The Foundation,505 Games

Life is Strange 2: Episode 3 - Wastelands,Square Enix

The Missing: JJ Macfield and the Island of Memories,Arc System Works

Mothergunship,Sold Out

Mothergunship,Grip Digital

Human Resource Machine,Tomorrow Corporation

Adventures of Pip,TicToc Games

OlliOlli,Devolver Digital

Strider,Capcom

Dead Space 3,Electronic Arts

Anno 1701: Dawn of Discovery,Ubisoft

Tomb Raider: Anniversary,Eidos Interactive

Metal Gear Solid: Digital Graphic Novel,Konami

Condemned: Criminal Origins,Sega

Blitz: The League,Midway

Capcom Classics Collection,Capcom

Shin Megami Tensei: Digital Devil Saga,Atlus Co.

Culdcept,NEC Interchannel

MVP Baseball 2003,EA Sports

Midtown Madness 2,Microsoft Game Studios

Need for Speed: Porsche Unleashed,Electronic Arts

The Wonderful 101,Nintendo

Kingdom Under Fire: Heroes,Microsoft Game Studios

Fatal Frame III: The Tormented,Tecmo

WWE SmackDown vs. Raw 2009,THQ

Mario Golf: World Tour,Nintendo

Street Fighter Anniversary Collection,Capcom

New Play Control! Donkey Kong Jungle Beat,Nintendo

NHL 16,Electronic Arts

NHL 16,EA Sports

Rock Band 4,Harmonix Music Systems

Rock Band 4,Mad Catz

Karaoke Revolution Presents: American Idol,Konami

Crash Commando,SCEA

Dragon's Dogma: Dark Arisen,Capcom

Mushroom 11,Untame

Murder by Numbers,The Irregular Corporation

A Way Out,Electronic Arts

Dragon's Dogma: Dark Arisen,Capcom

Killzone: Mercenary,SCEA

My Friend Pedro,Devolver Digital

WarioWare Gold,Nintendo

Dragon's Dogma,Capcom

Remnant: From the Ashes,Perfect World Entertainment

Tropico 4: Modern Times,Kalypso

Don't Starve: Console Edition,Klei Entertainment

NFL Blitz,Electronic Arts

Call of Duty 2: Big Red One,Activision

Super Monkey Ball Deluxe,Sega

Mega Man ZX Advent,Capcom

Taiko no Tatsujin: Drum 'n' Fun!,Bandai Namco Games

Sega Ages: Shinobi,Sega

Soul of Darkness,Gameloft

Atelier Lulua: The Scion of Arland,Koei Tecmo Games

Cosmic Star Heroine,Limited Run Games

Ken Follett's The Pillars of the Earth,Daedalic Entertainment

Ken Follett's The Pillars of the Earth,Kalypso

Skullgirls,Autumn Games

NCAA March Madness 06,EA Sports

Ultimate Spider-Man,Activision

Pit People,The Behemoth

Super Cloudbuilt,Double Eleven

Brandish: The Dark Revenant,XSEED Games

Burnout,Acclaim

Drakan: The Ancients' Gates,SCEA

KUNAI,TurtleBlaze

KUNAI,The Arcade Crew

Madden NFL 06,EA Sports

Hearts of Iron: Platinum,Atari

Hearts of Iron: Platinum,Atari SA

Armed and Dangerous,LucasArts

Gladius,LucasArts

MLB Slugfest 20-04,Midway

Star Trek: Starfleet Command III,Activision

Splashdown,Atari

Star Wars: Jedi Starfighter,LucasArts

NCAA College Football 2K2,Sega

FIFA 07 Soccer,EA Sports

Fortnite,Epic Games

Fortnite,Gearbox Software

Fortnite,Gearbox Publishing

Hand of Fate,Defiant Development

Mortal Kombat: Shaolin Monks,Midway

Yakuza 4 Remastered,Sega

Q.U.B.E. 2,Toxic Games

Brass Tactics,Hidden Path Entertainment

Heavy Rain & Beyond: Two Souls Collection,SCE Australia

Call of Duty: Modern Warfare 3,Activision

NHL 06,EA Sports

RIGS: Mechanized Combat League,SCEA

RIGS: Mechanized Combat League,Sony Interactive Entertainment

Star Wars: Republic Commando,LucasArts

Penumbra: Black Plague,Paradox Interactive

Moving Out,Team17

Moving Out,Sold Out

Puzzle Quest: The Legend Returns,D3 Go!

Puzzle Quest: The Legend Returns,D3Go

World Soccer Winning Eleven 9,Konami

DiRT 4,Codemasters

Marvel's Guardians of the Galaxy: The Telltale Series,Telltale Games

Avernum 2: Crystal Souls,Spiderweb Software

Watch Dogs,Ubisoft

Grand Theft Auto: Liberty City Stories,Rockstar Games

Resident Evil: Revelations,Capcom

Elemental: Fallen Enchantress,Stardock

Crimson Gem Saga,Atlus

Heavy Rain,SCEA

Wildfire,Sneaky Bastards

Nelly Cootalot: The Fowl Fleet,Application Systems Heidelberg

Electronic Super Joy,Broken Rules

So Many Me,Extend Interactive

MotoGP '07,THQ

Wings of Prey,YuPlay

Cladun: This is an RPG,NIS America

NHL 2K7,2K Sports

Pro Evolution Soccer 2012,Konami

The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,EA Games

Tales of the Abyss,Namco Bandai Games America

Baldur's Gate II: Enhanced Edition,Beamdog

Baldur's Gate II: Enhanced Edition,Overhaul Games

State of Decay,Microsoft Game Studios

Dynasty Tactics 2,Koei

Retro/Grade,24 Carat Games

Retro/Grade,24 Caret Games

Sonic & All-Stars Racing Transformed,Sega

Under Night In-Birth Exe:Late[st],Aksys Games

Fallout 4: Far Harbor,Bethesda Softworks

Sonic Colors,Sega

NHL 06,EA Sports

Far Cry Instincts Predator,Ubisoft

LEGO City Undercover,Warner Bros. Interactive Entertainment

Skylanders Trap Team,Activision

The Sims 2: Open for Business,EA Games

A Fisherman's Tale,Vertigo Games

Immortal Redneck,CremaGames

Immortal Redneck,Crema Games

Disgaea 3: Absence of Detention,NIS America

AlphaBounce,Motion Twin

Fire Emblem: Radiant Dawn,Nintendo

Max Payne,Rockstar Games

The Simpsons: Hit & Run,VU Games

MLB 2003,SCEA

Pokemon Stadium 2,Nintendo

NBA Live 2001,EA Sports

Heavy Metal: F.A.K.K. 2,Gathering

Earth 2150,SSI

StarLancer,Microsoft Game Studios

Bangai-O HD: Missile Fury,D3Publisher

Tropico 6,Kalypso

GRID Autosport,Codemasters

Dissidia 012: Duodecim Final Fantasy,Square Enix

Mega Man Zero Collection,Capcom

Sonic & Sega All-Stars Racing,Sega

The Magic Obelisk,Game Arts

Pro Evolution Soccer 2010,Konami

Lunar: Silver Star Story Complete,Working Designs

Remnant: From the Ashes - Subject 2923,Perfect World Entertainment

Trials of Mana,Square Enix

Never Give Up,Armor Games

The Forest,Endnight Studios

My Brother Rabbit,Artifex Mundi

ATOMIK: RunGunJumpGun,Gambitious

Disney Infinity 3.0 Edition,Disney Interactive Studios

Greed Corp,W!Games

The Legend of Heroes: Trails of Cold Steel II,XSEED Games

Shakedown Hawaii,Vblank Entertainment Inc.

Call of Duty: Ghosts,Activision

The Walking Dead: Season Two Episode 4 - Amid the Ruins,Telltale Games

Call of Juarez: Bound in Blood,Ubisoft

Assassin's Creed Syndicate,Ubisoft

Metal Slug Anthology,SNK Playmore

John Wick Hex,Good Shepherd Entertainment

Hearthstone: Heroes of Warcraft - Curse of Naxxramas,Blizzard Entertainment

Rock Band Blitz,Harmonix Music Systems

Worms W.M.D,Team17

Worms W.M.D,Sold Out

Oreshika: Tainted Bloodlines,SCEA

The Sims 2 Seasons,Electronic Arts

The Textorcist: The Story of Ray Bibbia,Headup Games

The Textorcist: The Story of Ray Bibbia,Headup

Darknet,Archiact Interactive Ltd.

Amnesia Collection,Frictional Games

Life is Strange: Episode 2 - Out of Time,Square Enix

Kinect Nat Geo TV,Microsoft Game Studios

Joint Operations: Escalation,NovaLogic

Skylanders Trap Team,Activision

Charlie Murder,Microsoft Game Studios

Call of Duty: Ghosts,Activision

Viva Pinata,Microsoft Game Studios

EyeToy: Kinetic,SCEA

Bejeweled Twist,PopCap

Mercury Meltdown,Ignition Entertainment

The Banner Saga 2,Versus Evil

Plants vs Zombies: Garden Warfare,Electronic Arts

Dragon Ball: Origins,Atari

Dragon Ball: Origins,Atari SA

SingStar '80s,SCEA

Need for Speed: Hot Pursuit Remastered,Electronic Arts

Fury Unleashed,Awesome Games Studio

Operencia: The Stolen Sun,Zen Studios

The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,Telltale Games

The Legend of Zelda: Breath of the Wild - The Master Trials,Nintendo

Melty Blood Actress Again Current Code,Arc System Works

Rune Factory 4,XSEED Games

Thomas Was Alone,Curve Studios

Thomas Was Alone,Limited Run Games

Little Nightmares,Bandai Namco Games

PlanetSide 2,Daybreak Games

NHL 2K7,2K Sports

Metal Slug 3,SNK Playmore

GRID 2,Codemasters

Tropico 6,Kalypso

Atelier Shallie Plus: Alchemists of the Dusk Sea,Koei Tecmo Games

Medal of Honor: Airborne,Electronic Arts

Rebelstar: Tactical Command,Namco

A Kingdom for Keflings,NinjaBee

Red Faction,THQ

The Sojourn,Iceberg Interactive

Disney's Extreme Skate Adventure,Activision

Stronghold: Crusader,Gathering

Dragon Warrior VII,Enix Corporation

NHL Hitz 20-02,Midway

Konami Krazy Racers,Konami

Summoner,THQ

Armored Core 2,Agetec Inc.

Madden NFL 2001,EA Sports

ATV Offroad Fury 3,SCEA

Death Squared,SMG Studio

Wargame: Red Dragon,Focus Home Interactive

Inazuma Eleven,Level 5

WWE SmackDown vs. Raw 2007,THQ

MySims Agents,Electronic Arts

Shin Megami Tensei: Devil Survivor Overclocked,Atlus

NBA 2K20,2K Games

Dandy Dungeon: Legend of Brave Yamada,Onion Games

Forager,Humble Bundle

Bridge Constructor Portal,Headup Games

This War of Mine: The Little Ones,Deep Silver

Need for Speed: Carbon,EA Games

Top Gear Rally,Nintendo

Etherlords II,Strategy First

Ace Combat: Assault Horizon,Namco Bandai Games

Good Job!,Nintendo

Samurai Gunn,Maxistentialism

The Walking Dead: 400 Days,Telltale Games

Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Telltale Games

Mount & Blade: Warband,Paradox Interactive

Nancy Drew: The Ransom of the Seven Ships,Her Interactive

Madden NFL 08,EA Sports

Tom Clancy's Splinter Cell Double Agent,Ubisoft

LEGO Star Wars,Eidos Interactive

RiME,Tequila Works

RiME,Grey Box

Alien Hominid,O3 Entertainment

Grand Slam Tennis,Electronic Arts

Switchball,Sierra Online

Wario Land: Shake It!,Nintendo

Star Wars Republic Commando,LucasArts

The Awesome Adventures of Captain Spirit,Square Enix

Hue,Curve Digital

Ibb & Obb,Sparpweed

Deadlight,Microsoft Game Studios

Fallout 3: The Pitt,Bethesda Softworks

Samurai Shodown,SNK Corporation

Samurai Shodown,"Athlon Games, Inc."

Far Cry 5,Ubisoft

LEGO Indiana Jones: The Original Adventures,LucasArts

RIDE 4,Milestone S.r.l

Going Under,Team17

Going Under,Team17 Digital

Pro Evolution Soccer 2014,Konami

Skylanders Giants,Activision

Chibi-Robo! Park Patrol,Nintendo

SNK 40th Anniversary Collection,NIS America

Creature in the Well,Flight School Studio

Dead Space 3,Electronic Arts

R.U.S.E.,Ubisoft

Galak-Z: The Dimensional,17-Bit

Anomaly: Warzone Earth,11 bit studios

Boktai 2: Solar Boy Django,Kojima Productions

ESPN Major League Baseball,Sega

Road Rash: Jailbreak,Electronic Arts

Iridion II,Majesco Games

All-Star Baseball 2004,Acclaim

Austerlitz: Napoleon's Greatest Victory,Shrapnel Games

Dropship: United Peace Force,Bam Entertainment

MotoGP 2,Namco

Luigi's Mansion,Nintendo

Desperados: Wanted Dead or Alive,Infogrames

Mars Matrix,Capcom

Zone of the Enders,Konami

Dirt Track Racing: Sprint Cars,WizardWorks

DIRT 5,Deep Silver

Star Trek: Bridge Crew,Ubisoft

Alice in Wonderland,Disney Interactive Studios

Eastshade,Eastshade Studios

Hyrule Warriors: Definitive Edition,Nintendo

The Walking Dead: The Telltale Series - The Final Season,Telltale Games

Ridge Racer 7,Namco Bandai Games

EA SPORTS UFC 4,Electronic Arts

Crash Bandicoot N. Sane Trilogy,Activision

ABZU,505 Games

Bad Apple Wars,Aksys Games

Toki Tori 2 +,Two Tribes

Toki Tori 2 +,Soedesco

Joe Dever's Lone Wolf HD Remastered,505 Games

Joe Dever's Lone Wolf HD Remastered,Plug In Digital

Every Extend Extra Extreme,Q Entertainment

Life is Strange: Before the Storm - Episode 1: Awake,Square Enix

Tropico 4,Kalypso

PGA Tour 2K21,2K Games

Call of Duty: Infinite Warfare,Activision

EVERSPACE: Stellar Edition,ROCKFISH Games

Starlink: Battle for Atlas,Ubisoft

Ironcast,Ripstone

AR-K Episode 3: The Great Escape,Gato Salvaje Studio

World Class Poker with T.J. Cloutier,Masque Publishing

Puzzle Quest: Challenge of the Warlords,D3

Tales From The Borderlands: Episode 2 - Atlas Mugged,Telltale Games

Injustice: Gods Among Us,Warner Bros. Interactive Entertainment

Star Wars: Squadrons,Electronic Arts

The Count Lucanor,Baroque Decay

Five Nights at Freddy's,Scott Cawthon

Five Nights at Freddy's,animdude

Baseball Mogul 2007,Enlight Software

Outlast,Red Barrels

NASCAR 06: Total Team Control,EA Sports

Pac-Man Championship Edition 2,Bandai Namco Games

Call of Duty: Black Ops III - Zombies Chronicles,Activision

Crashlands,Butterscotch Shenanigans

Iratus: Lord of the Dead,Unfrozen

King's Bounty: Crossworlds,1C

King's Bounty: Crossworlds,1C Entertainment

Everybody's Gone to the Rapture,SCEA

Horizon Chase Turbo,Aquiris Game Studio

Offworld Trading Company,Stardock

Offworld Trading Company,Mohawk Games

Dawn of Discovery: Venice,Ubisoft

EyeToy: Play 2,SCEA

Destiny 2: Shadowkeep,Activision

Pro Evolution Soccer 2010,Konami

Mega Man 10,Capcom

Need for Speed: Hot Pursuit Remastered,Electronic Arts

Inmost,Chucklefish

Inmost,Hidden Layer Games

Atomicrops,Raw Fury

Depixtion,"DevHour Games, LLC"

Age of Wonders: Planetfall,Paradox Interactive

Legendary Gary,Evan Rogers

Everybody's Golf,SCEA

Everybody's Golf,Sony Interactive Entertainment

Shadows of Adam,Something Classic Games LLC

Flywrench,Messhof

Style Savvy: Fashion Forward,Nintendo

Dungelot: Shattered Lands,tinyBuild

Dying Light: The Following,Warner Bros. Interactive Entertainment

Teslagrad,Rain Games

Teslagrad,Soedesco

The Walking Dead: Season Two Episode 4 - Amid the Ruins,Telltale Games

Battlefield 3: End Game,Electronic Arts

Marvel vs. Capcom Origins,Capcom

Call of Duty: Black Ops - Annihilation,Activision

Ace Attorney Investigations: Miles Edgeworth,Capcom

Top Spin 3,Pam Development

Top Spin 3,2K Sports

Fire Pro Wrestling Returns,Agetec Inc.

NCAA March Madness 2005,EA Sports

Pac-Man vs.,Namco

World Tour Soccer 2003,SCEA

Crash Bandicoot: The Huge Adventure,Universal Interactive

Amped: Freestyle Snowboarding,Microsoft Game Studios

Dave Mirra Freestyle BMX 2,Acclaim

Tony Hawk's Pro Skater 2x,Activision

NHL FaceOff 2001,SCEA

Castlevania,Konami

Titan Quest,THQ

Call of Duty 2: Big Red One,Activision

Tom Clancy's Ghost Recon: Shadow Wars,Ubisoft

Plants vs. Zombies: Battle for Neighborville,Electronic Arts

Deathtrap,NeocoreGames

Yomawari: Midnight Shadows,NIS America

Excitebots: Trick Racing,Nintendo

Kokuga,G.Rev

Spider-Man: Web of Shadows,Activision

The Missing: JJ Macfield and the Island of Memories,Arc System Works

Galactic Civilizations: Altarian Prophecy,Strategy First

art of rally,Funselektor Labs Inc.

Graceful Explosion Machine,Vertex Pop

UEFA EURO 2008,Electronic Arts

Pop Island,odenis studio

NBA Live 06,EA Sports

Republique: Episode 1 - Exordium,GungHo

Republique: Episode 1 - Exordium,"Camouflaj, LLC"

Prince of Persia: The Forgotten Sands,Ubisoft

Mega Man Legacy Collection,Capcom

Mutant Storm Reloaded,PomPom Games

Mortal Kombat: Armageddon,Midway

NFL Street 2,EA Sports Big

Vacation Simulator,Owlchemy Labs

Nintendo Land,Nintendo

Sonic Generations,Sega

Elite: Dangerous,Frontier Developments

Kingdom Hearts HD 1.5 ReMIX,Square Enix

WRC 8 FIA World Rally Championship,Bigben Interactive

Starhawk,SCEA

Skylanders Giants,Activision

Yakuza 2,Sega

Brain Age 2: More Training in Minutes a Day,Nintendo

Regalia: Of Men and Monarchs - Royal Edition,Crunching Koalas

Railway Empire,Kalypso

Puddle,Neko Entertainment

Devil May Cry HD Collection,Capcom

Game of Thrones: Episode One - Iron From Ice,Telltale Games

Tiny Barbarian DX,Nicalis

Reigns,Devolver Digital

Mega Man 9,Capcom

Sonic & Sega All-Stars Racing,Sega

Mafia II,2K Games

EA Sports MMA,EA Sports

Etrian Mystery Dungeon,Atlus

Sega Rally Revo,Sega

Hardcore Mecha,Arc System Works

Pawarumi,Manufacture 43

Battlefleet Gothic: Armada 2,Focus Home Interactive

Tower of Time,Event Horizon Software

The Inner World,Headup Games

Linelight,My Dog Zorro

Letter Quest: Grimm's Journey Remastered,Digerati Distribution

Dance Dance Revolution Extreme,Konami

NHL 2005,EA Sports

Delta Force: Black Hawk Down,NovaLogic

Rayman 3: Hoodlum Havoc,Ubisoft

Arx Fatalis,JoWooD Entertainment AG

Geoff Crammond's Grand Prix 4,Atari

Geoff Crammond's Grand Prix 4,Infogrames

Emperor: Rise of the Middle Kingdom,Sierra Entertainment

NFL Blitz 20-02,Midway

Kinetica,SCEA

Ground Control: Dark Conspiracy,Sierra Entertainment

Story of Seasons: Friends of Mineral Town,XSEED Games

Birds of Steel,Konami

College Hoops 2K6,2K Sports

Life is Strange 2: Episode 4 - Faith,Square Enix

The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Telltale Games

Apollo Justice: Ace Attorney,Capcom

Call of Cthulhu: Dark Corners of the Earth,2K Games

Bridge Constructor Portal,Headup Games

OutRun 2006: Coast 2 Coast,Sega

NBA Live 09,EA Sports

Whispers of a Machine,Raw Fury

Sherlock Holmes: Crimes & Punishments,Focus Home Interactive

Audica,Harmonix Music Systems

Just Dance 2019,Ubisoft

No Man's Sky,505 Games

Life Goes On: Done to Death,Infinite Monkeys

Proteus,Curve Studios

Rune Factory 3: A Fantasy Harvest Moon,Natsume

Shank 2,Electronic Arts

Sherlock Holmes: Crimes & Punishments,Focus Home Interactive

Audica,Harmonix Music Systems

Just Dance 2019,Ubisoft

No Man's Sky,505 Games

Life Goes On: Done to Death,Infinite Monkeys

Proteus,Curve Studios

Rune Factory 3: A Fantasy Harvest Moon,Natsume

Shank 2,Electronic Arts

Far Cry Primal,Ubisoft

Sanctum 2,Reverb

Sky Force Anniversary,Infinite Dreams Inc.

Livelock,Perfect World Entertainment

Eets: Chowdown,Klei Entertainment

Aven Colony,Team17

Aven Colony,Sold Out

Nintendo Labo: Toycon 01 Variety Kit,Nintendo

RISK: Factions,Electronic Arts

ArmA II,Bohemia Interactive

ArmA II,505 Games

Rebel Galaxy Outlaw,Double Damage Games

Ultimate Marvel vs. Capcom 3,Capcom

Dead or Alive 5 Ultimate,Tecmo Koei America Corp.

Dead or Alive 5 Ultimate,Tecmo Koei Games

Life is Strange: Before the Storm - Episode 3: Hell is Empty,Square Enix

Pac-Man Championship Edition 2,Bandai Namco Games
