naslov,platforma 
Tropico 4: Modern Times,PC
Don't Starve: Console Edition,PlayStation 4
Don't Starve: Console Edition,PC
Don't Starve: Console Edition,Switch
Don't Starve: Console Edition,Xbox One
NFL Blitz,Xbox 360
Call of Duty 2: Big Red One,Xbox
Super Monkey Ball Deluxe,PlayStation 2
Mega Man ZX Advent,DS
Taiko no Tatsujin: Drum 'n' Fun!,Switch
Sega Ages: Shinobi,Switch
Sega Ages: Shinobi,Xbox 360
Soul of Darkness,DS
Atelier Lulua: The Scion of Arland,PlayStation 4
Atelier Lulua: The Scion of Arland,Switch
Cosmic Star Heroine,Switch
Cosmic Star Heroine,PlayStation 4
Cosmic Star Heroine,PlayStation Vita
Ken Follett's The Pillars of the Earth,Xbox One
Ken Follett's The Pillars of the Earth,PC
Ken Follett's The Pillars of the Earth,PlayStation 4
Skullgirls,Xbox 360
Skullgirls,PlayStation 3
NCAA March Madness 06,PlayStation 2
Ultimate Spider-Man,DS
Pit People,PC
Super Cloudbuilt,PlayStation 4
Super Cloudbuilt,Xbox One
Brandish: The Dark Revenant,PSP
Burnout,GameCube
Drakan: The Ancients' Gates,PlayStation 2
KUNAI,PC
Madden NFL 06,PC
Madden NFL 06,Xbox 360
Hearts of Iron: Platinum,PC
Armed and Dangerous,PC
Gladius,PlayStation 2
MLB Slugfest 20-04,PlayStation 2
Star Trek: Starfleet Command III,PC
Splashdown,Xbox
Star Wars: Jedi Starfighter,Xbox
Star Wars: Jedi Starfighter,PlayStation 4
NCAA College Football 2K2,Dreamcast
FIFA 07 Soccer,PC
Fortnite,PlayStation 4
Fortnite,PC
Fortnite,PlayStation 3
Fortnite,PlayStation 5
Fortnite,Switch
Fortnite,Xbox 360
Fortnite,Xbox One
Fortnite,Xbox Series X
Hand of Fate,PC
Hand of Fate,Xbox One
Mortal Kombat: Shaolin Monks,Xbox
Yakuza 4 Remastered,PlayStation 4
Q.U.B.E. 2,Xbox One
Q.U.B.E. 2,PlayStation 4
Q.U.B.E. 2,Switch
Brass Tactics,PC
Heavy Rain & Beyond: Two Souls Collection,PlayStation 4
Call of Duty: Modern Warfare 3,PC
Call of Duty: Modern Warfare 3,Xbox 360
NHL 06,GameCube
NHL 06,PlayStation 2
RIGS: Mechanized Combat League,PlayStation 4
Star Wars: Republic Commando,PC
Penumbra: Black Plague,PC
Moving Out,Xbox One
Moving Out,PlayStation 4
Moving Out,Switch
Puzzle Quest: The Legend Returns,Switch
World Soccer Winning Eleven 9,PSP
World Soccer Winning Eleven 9,PlayStation 2
DiRT 4,PC
DiRT 4,Xbox One
Marvel's Guardians of the Galaxy: The Telltale Series,PC
Marvel's Guardians of the Galaxy: The Telltale Series,PlayStation 4
Marvel's Guardians of the Galaxy: The Telltale Series,Xbox One
Avernum 2: Crystal Souls,PC
Watch Dogs,Xbox One
Watch Dogs,PlayStation 3
Watch Dogs,PlayStation 4
Watch Dogs,Wii U
Watch Dogs,Xbox 360
Grand Theft Auto: Liberty City Stories,PlayStation 2
Resident Evil: Revelations,Switch
Resident Evil: Revelations,PC
Resident Evil: Revelations,PlayStation 3
Resident Evil: Revelations,PlayStation 4
Resident Evil: Revelations,Wii U
Resident Evil: Revelations,Xbox 360
Resident Evil: Revelations,Xbox One
Elemental: Fallen Enchantress,PC
Crimson Gem Saga,PSP
Heavy Rain,PlayStation 4
Heavy Rain,PlayStation 3
Wildfire,PC
Nelly Cootalot: The Fowl Fleet,Switch
Nelly Cootalot: The Fowl Fleet,PC
Electronic Super Joy,Wii U
Electronic Super Joy,PlayStation 4
Electronic Super Joy,Switch
Electronic Super Joy,Xbox One
So Many Me,PC
So Many Me,PlayStation 4
So Many Me,Xbox 360
So Many Me,Xbox One
MotoGP '07,Xbox 360
Wings of Prey,PC
Cladun: This is an RPG,PSP
NHL 2K7,Xbox 360
NHL 2K7,PlayStation 3
Pro Evolution Soccer 2012,Xbox 360
Pro Evolution Soccer 2012,PC
Pro Evolution Soccer 2012,PlayStation 2
Pro Evolution Soccer 2012,PlayStation 3
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,PC
Tales of the Abyss,PlayStation 2
Baldur's Gate II: Enhanced Edition,PC
Baldur's Gate II: Enhanced Edition,PlayStation 4
Baldur's Gate II: Enhanced Edition,Switch
Baldur's Gate II: Enhanced Edition,Xbox One
State of Decay,Xbox 360
Dynasty Tactics 2,PlayStation 2
Retro/Grade,PlayStation 3
Sonic & All-Stars Racing Transformed,Wii U
Sonic & All-Stars Racing Transformed,iPhone/iPad
Sonic & All-Stars Racing Transformed,PC
Sonic & All-Stars Racing Transformed,PlayStation 3
Sonic & All-Stars Racing Transformed,PlayStation Vita
Sonic & All-Stars Racing Transformed,Xbox 360
Under Night In-Birth Exe:Late[st],PlayStation 4
Under Night In-Birth Exe:Late[st],PlayStation 3
Under Night In-Birth Exe:Late[st],PlayStation Vita
Fallout 4: Far Harbor,Xbox One
Fallout 4: Far Harbor,PlayStation 4
Sonic Colors,Wii
NHL 06,PlayStation 2
Far Cry Instincts Predator,Xbox 360
LEGO City Undercover,Switch
LEGO City Undercover,PlayStation 4
LEGO City Undercover,Wii U
LEGO City Undercover,Xbox One
Skylanders Trap Team,Xbox One
Skylanders Trap Team,iPhone/iPad
Skylanders Trap Team,PlayStation 3
Skylanders Trap Team,PlayStation 4
Skylanders Trap Team,Wii U
Skylanders Trap Team,Xbox 360
The Sims 2: Open for Business,PC
A Fisherman's Tale,PC
Immortal Redneck,Xbox One
Immortal Redneck,PlayStation 4
Immortal Redneck,Switch
Disgaea 3: Absence of Detention,PlayStation Vita
AlphaBounce,DS
Fire Emblem: Radiant Dawn,Wii
Max Payne,Game Boy Advance
Max Payne,PC
Max Payne,PlayStation 2
Max Payne,PlayStation 4
The Simpsons: Hit & Run,PlayStation 2
MLB 2003,PlayStation
Pokemon Stadium 2,Nintendo 64
NBA Live 2001,PC
Heavy Metal: F.A.K.K. 2,PC
Earth 2150,PC
StarLancer,PC
Bangai-O HD: Missile Fury,Xbox 360
Tropico 6,PC
Tropico 6,Switch
Tropico 6,Xbox One
GRID Autosport,PC
GRID Autosport,PlayStation 3
GRID Autosport,Switch
GRID Autosport,Xbox 360
Dissidia 012: Duodecim Final Fantasy,PSP
Mega Man Zero Collection,DS
Sonic & Sega All-Stars Racing,DS
Sonic & Sega All-Stars Racing,PC
Sonic & Sega All-Stars Racing,PlayStation 3
Sonic & Sega All-Stars Racing,Xbox 360
The Magic Obelisk,Wii
Pro Evolution Soccer 2010,PC
Pro Evolution Soccer 2010,PlayStation 3
Pro Evolution Soccer 2010,Xbox 360
Lunar: Silver Star Story Complete,PlayStation
Remnant: From the Ashes - Subject 2923,PC
Remnant: From the Ashes - Subject 2923,Xbox One
Trials of Mana,PC
Trials of Mana,Switch
Never Give Up,Switch
The Forest,PlayStation 4
My Brother Rabbit,Xbox One
My Brother Rabbit,PlayStation 4
My Brother Rabbit,Switch
ATOMIK: RunGunJumpGun,Switch
ATOMIK: RunGunJumpGun,PC
Disney Infinity 3.0 Edition,Xbox One
Disney Infinity 3.0 Edition,PC
Disney Infinity 3.0 Edition,PlayStation 3
Disney Infinity 3.0 Edition,PlayStation 4
Disney Infinity 3.0 Edition,Wii U
Disney Infinity 3.0 Edition,Xbox 360
Greed Corp,PlayStation 3
Greed Corp,PC
Greed Corp,Xbox 360
The Legend of Heroes: Trails of Cold Steel II,PlayStation 4
The Legend of Heroes: Trails of Cold Steel II,PlayStation 3
The Legend of Heroes: Trails of Cold Steel II,PlayStation Vita
Shakedown Hawaii,PlayStation 4
Shakedown Hawaii,PC
Shakedown Hawaii,PlayStation 3
Shakedown Hawaii,PlayStation Vita
Shakedown Hawaii,Switch
Shakedown Hawaii,Wii U
Call of Duty: Ghosts,Xbox One
Call of Duty: Ghosts,PlayStation 3
Call of Duty: Ghosts,PlayStation 4
Call of Duty: Ghosts,Wii U
Call of Duty: Ghosts,Xbox 360
The Walking Dead: Season Two Episode 4 - Amid the Ruins,PC
The Walking Dead: Season Two Episode 4 - Amid the Ruins,PlayStation 3
The Walking Dead: Season Two Episode 4 - Amid the Ruins,PlayStation Vita
The Walking Dead: Season Two Episode 4 - Amid the Ruins,Xbox 360
Call of Juarez: Bound in Blood,PC
Call of Juarez: Bound in Blood,Xbox 360
Assassin's Creed Syndicate,Xbox One
Assassin's Creed Syndicate,PlayStation 4
Metal Slug Anthology,PSP
Metal Slug Anthology,PlayStation 4
John Wick Hex,PlayStation 4
John Wick Hex,Switch
John Wick Hex,Xbox One
Hearthstone: Heroes of Warcraft - Curse of Naxxramas,PC
Rock Band Blitz,Xbox 360
Worms W.M.D,PlayStation 4
Worms W.M.D,Switch
Worms W.M.D,Xbox One
Oreshika: Tainted Bloodlines,PlayStation Vita
The Sims 2 Seasons,PC
The Textorcist: The Story of Ray Bibbia,PC
Darknet,PlayStation 4
Amnesia Collection,PlayStation 4
Amnesia Collection,Xbox One
Life is Strange: Episode 2 - Out of Time,PlayStation 4
Life is Strange: Episode 2 - Out of Time,PC
Life is Strange: Episode 2 - Out of Time,PlayStation 3
Life is Strange: Episode 2 - Out of Time,Xbox 360
Life is Strange: Episode 2 - Out of Time,Xbox One
Kinect Nat Geo TV,Xbox 360
Joint Operations: Escalation,PC
Skylanders Trap Team,PlayStation 4
Skylanders Trap Team,iPhone/iPad
Skylanders Trap Team,PlayStation 3
Skylanders Trap Team,Wii U
Skylanders Trap Team,Xbox 360
Skylanders Trap Team,Xbox One
Charlie Murder,Xbox 360
Call of Duty: Ghosts,PlayStation 4
Call of Duty: Ghosts,PlayStation 3
Call of Duty: Ghosts,Wii U
Call of Duty: Ghosts,Xbox 360
Call of Duty: Ghosts,Xbox One
Viva Pinata,PC
EyeToy: Kinetic,PlayStation 2
Bejeweled Twist,PC
Mercury Meltdown,PSP
The Banner Saga 2,PlayStation 4
The Banner Saga 2,PC
The Banner Saga 2,Switch
The Banner Saga 2,Xbox One
Plants vs Zombies: Garden Warfare,PC
Plants vs Zombies: Garden Warfare,PlayStation 4
Plants vs Zombies: Garden Warfare,Xbox 360
Plants vs Zombies: Garden Warfare,Xbox One
Dragon Ball: Origins,DS
SingStar '80s,PlayStation 2
Need for Speed: Hot Pursuit Remastered,Xbox One
Need for Speed: Hot Pursuit Remastered,PlayStation 4
Need for Speed: Hot Pursuit Remastered,Switch
Fury Unleashed,PlayStation 4
Fury Unleashed,Switch
Fury Unleashed,Xbox One
Operencia: The Stolen Sun,PC
Operencia: The Stolen Sun,Switch
Operencia: The Stolen Sun,Xbox One
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PlayStation 4
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,Switch
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,Xbox One
The Legend of Zelda: Breath of the Wild - The Master Trials,Switch
Melty Blood Actress Again Current Code,PC
Rune Factory 4,3DS
Thomas Was Alone,PlayStation Vita
Thomas Was Alone,PC
Thomas Was Alone,PlayStation 3
Thomas Was Alone,PlayStation 4
Thomas Was Alone,Wii U
Thomas Was Alone,Xbox One
Little Nightmares,PlayStation 4
Little Nightmares,Stadia
Little Nightmares,Xbox One
PlanetSide 2,PlayStation 4
NHL 2K7,Xbox
NHL 2K7,PlayStation 3
NHL 2K7,Xbox 360
Metal Slug 3,Xbox 360
Metal Slug 3,PC
Metal Slug 3,PlayStation 3
Metal Slug 3,PlayStation 4
Metal Slug 3,PlayStation 4
Metal Slug 3,PlayStation Vita
Metal Slug 3,Switch
Metal Slug 3,Xbox One
GRID 2,Xbox 360
GRID 2,PC
GRID 2,PlayStation 3
Tropico 6,Xbox One
Tropico 6,PlayStation 4
Tropico 6,Switch
Atelier Shallie Plus: Alchemists of the Dusk Sea,PlayStation Vita
Medal of Honor: Airborne,PC
Medal of Honor: Airborne,Xbox 360
Rebelstar: Tactical Command,Game Boy Advance
A Kingdom for Keflings,Xbox 360
Red Faction,PC
Red Faction,PlayStation 4
The Sojourn,PC
The Sojourn,Xbox One
Disney's Extreme Skate Adventure,PlayStation 2
Stronghold: Crusader,PC
Dragon Warrior VII,PlayStation
NHL Hitz 20-02,PlayStation 2
Konami Krazy Racers,Game Boy Advance
Summoner,PC
Armored Core 2,PlayStation 2
Madden NFL 2001,PC
ATV Offroad Fury 3,PlayStation 2
Death Squared,Switch
Death Squared,PC
Death Squared,PlayStation 4
Death Squared,Xbox One
Wargame: Red Dragon,PC
Inazuma Eleven,3DS
WWE SmackDown vs. Raw 2007,PSP
WWE SmackDown vs. Raw 2007,Xbox 360
MySims Agents,Wii
Shin Megami Tensei: Devil Survivor Overclocked,3DS
NBA 2K20,PlayStation 4
NBA 2K20,PC
NBA 2K20,Stadia
NBA 2K20,Switch
NBA 2K20,Xbox One
Dandy Dungeon: Legend of Brave Yamada,Switch
Dandy Dungeon: Legend of Brave Yamada,PC
Forager,PC
Forager,Switch
Forager,Xbox One
Bridge Constructor Portal,Xbox One
Bridge Constructor Portal,PC
Bridge Constructor Portal,PlayStation 4
Bridge Constructor Portal,Switch
This War of Mine: The Little Ones,PlayStation 4
This War of Mine: The Little Ones,PC
This War of Mine: The Little Ones,Xbox One
Need for Speed: Carbon,PC
Need for Speed: Carbon,Xbox 360
Top Gear Rally,Game Boy Advance
Etherlords II,PC
Ace Combat: Assault Horizon,Xbox 360
Good Job!,Switch
Samurai Gunn,PC
The Walking Dead: 400 Days,PC
The Walking Dead: 400 Days,PlayStation 3
The Walking Dead: 400 Days,PlayStation Vita
The Walking Dead: 400 Days,Xbox 360
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,PlayStation 4
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,PC
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,PlayStation 3
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Xbox 360
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Xbox One
Mount & Blade: Warband,PC
Mount & Blade: Warband,Xbox One
Nancy Drew: The Ransom of the Seven Ships,PC
Madden NFL 08,PlayStation 2
Madden NFL 08,PlayStation 3
Madden NFL 08,Xbox 360
Tom Clancy's Splinter Cell Double Agent,PlayStation 3
Tom Clancy's Splinter Cell Double Agent,Xbox 360
LEGO Star Wars,PlayStation 2
RiME,PC
RiME,Switch
RiME,Xbox One
Alien Hominid,PlayStation 2
Grand Slam Tennis,Wii
Switchball,Xbox 360
Switchball,PlayStation 3
Wario Land: Shake It!,Wii
Star Wars Republic Commando,Xbox
The Awesome Adventures of Captain Spirit,Xbox One
The Awesome Adventures of Captain Spirit,PlayStation 4
Hue,Xbox One
Hue,PC
Hue,PlayStation 4
Hue,PlayStation Vita
Hue,Switch
Ibb & Obb,PlayStation 3
Ibb & Obb,Switch
Deadlight,PC
Fallout 3: The Pitt,PC
Fallout 3: The Pitt,Xbox 360
Samurai Shodown,Xbox One
Samurai Shodown,PlayStation 4
Samurai Shodown,Stadia
Samurai Shodown,Switch
Far Cry 5,PC
Far Cry 5,Xbox One
LEGO Indiana Jones: The Original Adventures,Wii
LEGO Indiana Jones: The Original Adventures,PlayStation 2
LEGO Indiana Jones: The Original Adventures,PlayStation 3
LEGO Indiana Jones: The Original Adventures,Xbox 360
RIDE 4,Xbox One
RIDE 4,PlayStation 4
RIDE 4,PlayStation 5
RIDE 4,Xbox Series X
Going Under,PC
Going Under,Switch
Going Under,Xbox One
Pro Evolution Soccer 2014,PlayStation 3
Pro Evolution Soccer 2014,Xbox 360
Skylanders Giants,Wii
Skylanders Giants,PlayStation 3
Skylanders Giants,Wii U
Skylanders Giants,Xbox 360
Chibi-Robo! Park Patrol,DS
SNK 40th Anniversary Collection,Switch
SNK 40th Anniversary Collection,PlayStation 4
SNK 40th Anniversary Collection,Xbox One
Creature in the Well,Xbox One
Creature in the Well,PlayStation 4
Creature in the Well,Switch
Dead Space 3,Xbox 360
Dead Space 3,PlayStation 3
R.U.S.E.,Xbox 360
R.U.S.E.,PlayStation 3
Galak-Z: The Dimensional,PC
Anomaly: Warzone Earth,PlayStation 3
Anomaly: Warzone Earth,Xbox 360
Boktai 2: Solar Boy Django,Game Boy Advance
ESPN Major League Baseball,Xbox
Road Rash: Jailbreak,Game Boy Advance
Iridion II,Game Boy Advance
All-Star Baseball 2004,PlayStation 2
Austerlitz: Napoleon's Greatest Victory,PC
Dropship: United Peace Force,PlayStation 2
MotoGP 2,PlayStation 2
Luigi's Mansion,GameCube
Desperados: Wanted Dead or Alive,PC
Mars Matrix,Dreamcast
Zone of the Enders,PlayStation 2
Dirt Track Racing: Sprint Cars,PC
DIRT 5,PC
DIRT 5,PlayStation 5
DIRT 5,Xbox One
DIRT 5,Xbox Series X
Star Trek: Bridge Crew,PC
Alice in Wonderland,DS
Eastshade,PC
Eastshade,Xbox One
Hyrule Warriors: Definitive Edition,Switch
The Walking Dead: The Telltale Series - The Final Season,PlayStation 4
The Walking Dead: The Telltale Series - The Final Season,Switch
The Walking Dead: The Telltale Series - The Final Season,Xbox One
Ridge Racer 7,PlayStation 3
EA SPORTS UFC 4,PlayStation 4
Crash Bandicoot N. Sane Trilogy,Switch
Crash Bandicoot N. Sane Trilogy,PlayStation 4
Crash Bandicoot N. Sane Trilogy,Xbox One
ABZU,PlayStation 4
ABZU,Switch
ABZU,Xbox One
Bad Apple Wars,PlayStation Vita
Toki Tori 2 +,PlayStation 4
Toki Tori 2 +,Switch
Toki Tori 2 +,Wii U
Joe Dever's Lone Wolf HD Remastered,PC
Joe Dever's Lone Wolf HD Remastered,Xbox One
Every Extend Extra Extreme,Xbox 360
Life is Strange: Before the Storm - Episode 1: Awake,PlayStation 4
Life is Strange: Before the Storm - Episode 1: Awake,Xbox One
Tropico 4,PC
PGA Tour 2K21,Xbox One
PGA Tour 2K21,PlayStation 4
PGA Tour 2K21,Stadia
PGA Tour 2K21,Switch
Call of Duty: Infinite Warfare,Xbox One
Call of Duty: Infinite Warfare,PlayStation 4
EVERSPACE: Stellar Edition,Switch
Starlink: Battle for Atlas,Xbox One
Starlink: Battle for Atlas,PlayStation 4
Starlink: Battle for Atlas,Switch
Ironcast,Xbox One
Ironcast,PlayStation 4
Ironcast,Switch
AR-K Episode 3: The Great Escape,PC
World Class Poker with T.J. Cloutier,PC
Puzzle Quest: Challenge of the Warlords,PlayStation 2
Puzzle Quest: Challenge of the Warlords,PC
Puzzle Quest: Challenge of the Warlords,PlayStation 3
Puzzle Quest: Challenge of the Warlords,PlayStation 4
Puzzle Quest: Challenge of the Warlords,Xbox 360
Tales From The Borderlands: Episode 2 - Atlas Mugged,PC
Tales From The Borderlands: Episode 2 - Atlas Mugged,PlayStation 3
Tales From The Borderlands: Episode 2 - Atlas Mugged,PlayStation 4
Tales From The Borderlands: Episode 2 - Atlas Mugged,Xbox 360
Tales From The Borderlands: Episode 2 - Atlas Mugged,Xbox One
Injustice: Gods Among Us,PlayStation 3
Injustice: Gods Among Us,Xbox 360
Star Wars: Squadrons,Xbox One
Star Wars: Squadrons,PlayStation 4
The Count Lucanor,PC
The Count Lucanor,PlayStation Vita
The Count Lucanor,Switch
The Count Lucanor,Xbox One
Five Nights at Freddy's,PC
Baseball Mogul 2007,PC
Outlast,PlayStation 4
Outlast,Xbox One
NASCAR 06: Total Team Control,PlayStation 2
Pac-Man Championship Edition 2,PC
Pac-Man Championship Edition 2,Xbox One
Call of Duty: Black Ops III - Zombies Chronicles,PlayStation 4
Crashlands,PC
Crashlands,Switch
Iratus: Lord of the Dead,PC
King's Bounty: Crossworlds,PC
Everybody's Gone to the Rapture,PlayStation 4
Horizon Chase Turbo,PlayStation 4
Horizon Chase Turbo,Switch
Horizon Chase Turbo,Xbox One
Offworld Trading Company,PC
Dawn of Discovery: Venice,PC
EyeToy: Play 2,PlayStation 2
Destiny 2: Shadowkeep,PC
Destiny 2: Shadowkeep,Xbox One
Pro Evolution Soccer 2010,Xbox 360
Pro Evolution Soccer 2010,PlayStation 2
Pro Evolution Soccer 2010,PlayStation 3
Mega Man 10,PlayStation 3
Need for Speed: Hot Pursuit Remastered,PC
Need for Speed: Hot Pursuit Remastered,Switch
Need for Speed: Hot Pursuit Remastered,Xbox One
Inmost,Switch
Inmost,PC
Atomicrops,PC
Atomicrops,Switch
Atomicrops,Xbox One
Depixtion,Switch
Age of Wonders: Planetfall,PlayStation 4
Age of Wonders: Planetfall,Xbox One
Legendary Gary,PC
Everybody's Golf,PlayStation 4
Shadows of Adam,PC
Flywrench,PlayStation 4
Style Savvy: Fashion Forward,3DS
Dungelot: Shattered Lands,PC
